CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,MODALIDAD,JORNADA,PLAN,DEPARTAMENTO_FINAL
01-08-7098-46,01-603,GUATEMALA,MIXCO,COLEGIO IXMUCANE,"6A. CALLE 7-12, COLONIA NUEVA MONTSERRAT ZONA 3 MIXCO",24375856,ROSA ALBELIA ARDON DE MOTTA,SILVIA LUCRECIA GARCÍA MOYA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-7155-46,01-621,GUATEMALA,MIXCO,COLEGIO PRACBIL,9A. AVENIDA 5-15 ZONA 1,24344227,MARTA LUZ BETETA ORTIZ DE JORDAN,LIDIA DUBILIA PATZÁN RAMÍREZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7224-46,01-609,GUATEMALA,MIXCO,COLEGIO PRADO VERDE SOCIEDAD ANONIMA,8 CALLE 13-11 ZONA 8 DE MIXCO GRANJAS SAN CRISTOBAL MIXCO,24781329,SILVIA HORTENSIA GONZALEZ MARTINEZ,ELVIRA CECILIA BETANCOURT ARENCIBIA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7275-46,01-604,GUATEMALA,MIXCO,COLEGIO DECROLY AMERICANO,"11 CALLE 6-47 FINCA EL NARANJO, ZONA 4",23802380,EMORA EMPERATRIZ CRUZ DE FUENTES,ANDREA ELVIRA GRANADOS TELLO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7313-46,01-609,GUATEMALA,MIXCO,LICEO BUENOS AIRES,20 AVENIDA 2-98 ZONA 8 DE MIXCO CIUDAD DE SAN CRISTOBAL II MIXCO,24788654,SILVIA HORTENSIA GONZALEZ MARTINEZ,ISIDRA MARLENE VILLATORO MÉRIDA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7432-46,01-621,GUATEMALA,MIXCO,CENTRO EDUCATIVO REAL ESPAÑA,"4A. CALLE 9-29, ZONA 1",24386539,MARTA LUZ BETETA ORTIZ DE JORDAN,ANTONIETA VELÁSQUEZ AGUILAR,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7496-46,01-608,GUATEMALA,MIXCO,COLEGIO MIXTO SAN MARCOS LA COMUNIDAD,4AV. 24-86 SAN JOSE LA COMUNIDAD ZONA 10 MIXCO,24350705,EDGAR ALBERTO SIMON CHALI,SANDRA JUDITH IXTECOC LIQUEZ,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7571-46,01-609,GUATEMALA,MIXCO,COLEGIO PIRAMIDE,"3A. CALLE 3-60, ZONA 8 CIUDAD SAN CRISTOBAL",23041400,SILVIA HORTENSIA GONZALEZ MARTINEZ,ANA LUCRECIA MARROQUIN GODOY,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7591-46,01-604,GUATEMALA,MIXCO,COLEGIO INTEGRAL CRISTIANO,"LOTE 8 MANZANA 33, PLANES DE MINERVA, ZONA 11 DE MIXCO",24833823,EMORA EMPERATRIZ CRUZ DE FUENTES,JUAN ANTONIO ORTIZ CORADO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7676-46,01-603,GUATEMALA,MIXCO,COLEGIO MIXTO JUSTO RUFINO BARRIOS,6A. AVE. B 14-40 COLONIA 1O. DE JULIO ZONA 5,24359865,ROSA ALBELIA ARDON DE MOTTA,RUFINO ARTAGÑAN BAUTISTA GARCÍA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-7688-46,01-602,GUATEMALA,MIXCO,CENTRO EDUCATIVO EFICIENCIA,11AV. A 18-58 ZONA 1 LO DE COY,24844095,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,THELMA GÓMEZ TORRES,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7785-46,01-607,GUATEMALA,MIXCO,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 4,7A. AV. 21-24 ZONA 5 COLONIA PRIMERO DE JULIO MIXCO,21359645,OLGA MARINA AJQUEJAY SALOJ DE TUBAC,SANDRA ARACELY GARCIA AYALA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7798-46,01-609,GUATEMALA,MIXCO,COLEGIO DE INFORMATICA IMB-PC,4A. CALLE 18-50 SECTOR B-6 SAN CRISTOBAL MIXCO,23279500,SILVIA HORTENSIA GONZALEZ MARTINEZ,JESSICA LORENA PAZ ARDÓN,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7824-46,01-616,GUATEMALA,MIXCO,COLEGIO CATÓLICO MIXTO MARÍA AUXILIO DE LOS CRISTIANOS,"5A. AVENIDA 10-97, COLONIA SAN FRANCISCO II, ZONA 6",22929284,RENE SAZO NAVICHOQUE,EDILZAR MIRAMÓN OSORIO MONJARÁZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-7961-46,01-606,GUATEMALA,MIXCO,LICEO VALLE PROMETIDO,19 AV. 26-15 ZONA 11 RESIDENCIALES MINERVA SUR MIXCO,56198115,RONALD MAURICIO MORALES VIVAR,NOEL ADRIAN URIZAR JERÉZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8366-46,01-409,GUATEMALA,MIXCO,COLEGIO CENTRO ROSSEL EDUCATIVO,10AV. 9-55 ZONA 3 MIXCO NUEVA MONSERRAT,24325593,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,IRMA FLORIDALMA CUELLAR OLIVA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-8370-46,01-604,GUATEMALA,MIXCO,COLEGIO MIXTO SAN JUAN BOSCO,"8 CA. A 22-16 JARDINES DE TULAM ZU SECT 3, ZONA 4",24375007,EMORA EMPERATRIZ CRUZ DE FUENTES,EVERILDA HERNANDEZ MARROQUIN,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8372-46,01-609,GUATEMALA,MIXCO,COLEGIO MIXTO ESPAÑOL AMERICANO,LOTE 12 MANZANA A SECTOR B-3 BOULEVARD SAN CRISTOBAL ZONA 8,24784211,SILVIA HORTENSIA GONZALEZ MARTINEZ,NORMA VIOLETA VELASQUEZ FUENTES,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8378-46,01-604,GUATEMALA,MIXCO,COLEGIO BILINGUE LOS ANDES,6A. CALLE A 28-75 ZONA 4 COLONIA EL NARANJO ZONA 4 MIXCO,22178787,EMORA EMPERATRIZ CRUZ DE FUENTES,EMMA MARISOL HERRERA ALVARADO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8414-46,01-603,GUATEMALA,MIXCO,CENTRO EDUCATIVO DR. MARIANO GALVEZ,4A. CALLE 0-05 ZONA 1,24431414,ROSA ALBELIA ARDON DE MOTTA,LUCY YURIRIA MARTINEZ RUANO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-8415-46,01-603,GUATEMALA,MIXCO,CENTRO EDUCATIVO DR. MARIANO GALVEZ,4A. CALLE 0-05 ZONA 1,24431414,ROSA ALBELIA ARDON DE MOTTA,LUCY YURIRIA MARTINEZ RUANO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-8440-46,01-609,GUATEMALA,MIXCO,COLEGIO CENTRO DE APRENDIZAJE INTEGRAL EN COMPUTACIÓN,"5A. AVENIDA 32-28, VILLAS CLUB EL DORADO, CIUDAD SAN CRISTOBAL, ZONA 8 MIXCO",55515824,SILVIA HORTENSIA GONZALEZ MARTINEZ,ODALIS CLARIBEL ARIAS RAMIREZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8511-46,01-621,GUATEMALA,MIXCO,COLEGIO PRACBIL,9A. AVENIDA 5-15 ZONA 1,24344227,MARTA LUZ BETETA ORTIZ DE JORDAN,LIDIA DUBILIA PATZÁN RAMÍREZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8516-46,01-410,GUATEMALA,MIXCO,COLEGIO DE INFORMATICA IMB-PC,4TA. CALLE 18-50 SECTOR B6 SAN CRISTOBAL ZONA 8,23279500,CEDWIN EUGENIO CRUZ BUCARO,JESSICA LORENA PAZ ARDÓN,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-8520-46,01-603,GUATEMALA,MIXCO,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE,7A. CALLE 4-09 JARDINES DE SAN JUAN II ZONA 7,24329922,ROSA ALBELIA ARDON DE MOTTA,KAROL ALEJANDRA CHÁVEZ JIMÉNEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-8556-46,01-619,GUATEMALA,MIXCO,"COLEGIO JESUS REY DE GLORIA, S.A.",36 AV. 4-18 BOSQUES DE SAN NICOLAS ZONA 4,23152506,JUAN WALDEMAR CABRERA MENDEZ,SHEYLA KARINA BOLAÑOS FIGUEROA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8560-46,01-601,GUATEMALA,MIXCO,CENTRO EDUCATIVO VOCACIONAL SAN JOSE,"0 AV. 13-25, VISITACION DE STA. MARIA CALZ. ROOSEVELT, EL ROSARIO ZONA 3 ZONA 3 DE MIXCO",24321902,CLAUDIO DANIEL YAC OROZCO,DORYS TITIANA TARACENA RODRÍGUEZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8630-46,01-601,GUATEMALA,MIXCO,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE,7A. CALLE 4-09 JARDINES DE SAN JUAN DOS ZONA 7,24329922,CLAUDIO DANIEL YAC OROZCO,KAROL ALEJANDRA CHÁVEZ JIMÉNEZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8667-46,01-602,GUATEMALA,MIXCO,COLEGIO DE INFORMATICA IMB-PC,4TA. CALLE 18-50 SECTOR B6 SAN CRISTOBAL ZONA 8 MIXCO,23279500,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JESSICA LORENA PAZ ARDÓN,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-8700-46,01-609,GUATEMALA,MIXCO,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.3,9A. CALLE 7-35 SECTOR 0-6 ZONA 8 MIXCO CIUDAD SAN CRISTOBAL,24433241,SILVIA HORTENSIA GONZALEZ MARTINEZ,MARTHA LISSET GIRÓN KRISCHE,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8815-46,01-409,GUATEMALA,MIXCO,COLEGIO MIXTO EL PILAR,LOTE N. 10 MANZANA B PLANES DE MINERVA VI,24833588,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,KARLA MERCEDES PINEDA CHAVEZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8945-46,01-609,GUATEMALA,MIXCO,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO,3A. CALLE 6-08 BOULEVARD SUR PANORAMA SAN CRISTOBAL ZONA 8,55190093,SILVIA HORTENSIA GONZALEZ MARTINEZ,ANA RUTH ESCOBAR SÁNCHEZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-8946-46,01-609,GUATEMALA,MIXCO,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO,3A. CALLE 6-08 BOULEVARD SUR PANORAMA SAN CRISTOBAL ZONA 8,55190093,SILVIA HORTENSIA GONZALEZ MARTINEZ,ANA RUTH ESCOBAR SÁNCHEZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9151-46,01-401,GUATEMALA,MIXCO,COLEGIO CRISTIANO JESUS DE NAZARETH,3A. CALLE 5-37 ZONA 3 COLONIA NUEVA MONSERRAT,24310466,IXMUCANE ALDANA VILLAVICENCIO,ENMA DEONICIA CULAJAY COTOL,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-9304-46,01-604,GUATEMALA,MIXCO,LICEO CRISTIANO GUATEMALTECO NUEVO AMANECER,4A. CALLE 3-19 COLONIA MONTE VERDE ZONA 4 MIXCO,24342542,EMORA EMPERATRIZ CRUZ DE FUENTES,EDWIN ARNULFO COLINDRES DE LA CRUZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9340-46,01-609,GUATEMALA,MIXCO,LICEO MONTERROSO,8A. CALLE 8-97 SECTOR A-10 COLONIA SANTA BÁRBARA SAN CRISTÓBAL ZONA 8,22116157,SILVIA HORTENSIA GONZALEZ MARTINEZ,VINDA NOEMÌ MONTERROSO DÁVILA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9351-46,01-608,GUATEMALA,MIXCO,COLEGIO CENTRO ROSSEL EDUCATIVO,"10 AVENIDA 9-55 ZONA 3, NUEVA MONSERRAT",24325593,EDGAR ALBERTO SIMON CHALI,CORA GIOCONDA PICOT RAMIREZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9356-46,01-604,GUATEMALA,MIXCO,COLEGIO DE SEÑORITAS EL SAGRADO CORAZON EL NARANJO,"BOULEVARD GRAN VIA NORTE 3-400, EL NARANJO, ZONA 4 MIXCO",24185656,EMORA EMPERATRIZ CRUZ DE FUENTES,FRANCESCA PIERRI GONZÁLEZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9371-46,01-621,GUATEMALA,MIXCO,LICEO MIXTO EN COMPUTACION MONTELIMAR NO.2,4A. CALLE 3-02 ZONA 1 MIXCO,54555094,MARTA LUZ BETETA ORTIZ DE JORDAN,SCECIA ESTHER SIGÜENSA CORADO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9376-46,01-603,GUATEMALA,MIXCO,LICEO MIXTO EN COMPUTACIÓN MONTELIMAR NO.2,4A. CALLE 3-02 ZONA 1 MIXCO,54555094,ROSA ALBELIA ARDON DE MOTTA,SCECIA ESTHER SIGÜENSA CORADO,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-9559-46,01-603,GUATEMALA,MIXCO,COLEGIO CRISTIANO ELIM,3ERA. AVENIDA 11-42 COLONIA EL ROSARIO ZONA 3,24370113,ROSA ALBELIA ARDON DE MOTTA,MARIA DEL CARMEN GONZÁLEZ ALVAREZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,GUATEMALA OCCIDENTE
01-08-9672-46,01-603,GUATEMALA,MIXCO,COLEGIO MIXTO BILINGUE BROOKLYN,BOULEVARD PRINCIPAL DE CIUDAD SAN CRISTOBAL ZONA 8 LOTE 15 MANZANA A SECTOR A-1,24784275,ROSA ALBELIA ARDON DE MOTTA,GRYSELDA RAMIREZ BARRIENTOS,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-9770-46,01-621,GUATEMALA,MIXCO,CENTRO EDUCATIVO REAL ESPAÑA,8A. AVENIDA 0 CALLE D 0-41 ZONA 1,24386539,MARTA LUZ BETETA ORTIZ DE JORDAN,ANTONIETA VELÁSQUEZ AGUILAR,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9809-46,01-602,GUATEMALA,MIXCO,LICEO HISPANO GUATEMALTECO,"9A. CALLE 7-34, COLONIA NUEVA MONSERRAT, ZONA 3 MIXCO",51369543,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,LUZ ORALIA HERRERA GALINDO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9829-46,01-609,GUATEMALA,MIXCO,LICEO ELISEO LOPEZ MERIDA,"MANZANA A , LOTE 48, LOTIFICACION C-5, COLONIA HAMBURGO, LO DE COY MIXCO",44077557,SILVIA HORTENSIA GONZALEZ MARTINEZ,BRENDA NINETH RAMÍREZ SAGASTUME,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-08-9858-46,01-609,GUATEMALA,MIXCO,COLEGIO SANTA MARIA DE MONTESCLAROS,4 CALLE 6-55 SAN CRISTOBAL ZONA 8,22098400,SILVIA HORTENSIA GONZALEZ MARTINEZ,OLGA CUÑADO ORTEGA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-09-0015-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"LOTE 30 A KM 22.5 CARRETERA A SAN PEDRO SACATEPÉQUEZ, ALDEA VISTA HERMOSA ZONA 0 SAN PEDRO SACATEPEQUEZ",50190474,SILVIA MAGALY GARCIA GARCIA,OBED ELEAZAR HERNÁNDEZ SOLÍS,OFICIAL,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-09-0022-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,LICEO INTEGRAL SAMPEDRANO,"7A. CALLE 6-18, ZONA 3",66452911,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMÍ COLOMA FLORES,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-09-0034-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,LICEO INTEGRAL SAMPEDRANO,7A CALLE 6-18 ZONA 3,66452911,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMÍ COLOMA FLORES,PRIVADO,URBANA,BILINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-09-0042-46,01-603,GUATEMALA,SAN PEDRO SACATEPEQUEZ,COLEGIO MIXTO MONTE REAL,LOTE 18 KM 22.5 CARRETERA A SAN PEDRO SACATEPEQUEZ,47115341,ROSA ALBELIA ARDON DE MOTTA,MARIA EUGENIA BRAN RAMIREZ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-09-0046-46,01-603,GUATEMALA,SAN PEDRO SACATEPEQUEZ,COLEGIO MIXTO MONTE REAL,LOTE 18 KILOMETRO 22.5 CARRETERA A SAN PEDRO SACATEPÉQUEZ,47115341,ROSA ALBELIA ARDON DE MOTTA,MARIA EUGENIA BRAN RAMIREZ,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-09-0048-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,COLEGIO CATÓLICO DISCÍPULOS DE JESÚS,LOTE 40 ZONA 1 KM. 26.3 CARRETERA A SAN JUAN SACATEPÉQUEZ,54883277,SILVIA MAGALY GARCIA GARCIA,ANDREA PATRICIA CHAYCOJ GALIEGOS,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-09-0050-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,LICEO INTEGRAL SAMPEDRANO,"7A. CALLE 6-18, ZONA 3",66452911,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMÍ COLOMA FLORES,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-09-8028-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,"LOTE NO. 06, CALLEJON AGUAS CALIENTES, 6A. CALLE FINAL ZONA 3 SAN PEDRO SACATEPEQUEZ",66296963,SILVIA MAGALY GARCIA GARCIA,JULIO CESAR ALEJANDRO LÓPEZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-09-8034-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,"LOTE NO. 06, CALLEJON AGUAS CALIENTES, 6A. CALLE FINAL ZONA 3 SAN PEDRO SACATEPEQUEZ",66296963,SILVIA MAGALY GARCIA GARCIA,JULIO CESAR ALEJANDRO LÓPEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-09-9061-46,01-612,GUATEMALA,SAN PEDRO SACATEPEQUEZ,LICEO INTEGRAL SAMPEDRANO,7A. CALLE 6-18 ZONA 3,66452911,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMÍ COLOMA FLORES,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0010-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE INTELIGENCIAS MULTIPLES,7A. AVENIDA 7-13 ZONA 1,66695040,LESBIA MARICELA COTZOJAY PATZAN,CÉSAR ARMANDO CABRERA GARCÍA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0032-46,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,INED ULEW KOTZIJ (TIERRA DE LAS FLORES),3A CALLE 0-96 ZONA 3 SAN JUAN SACATEPÉQUEZ,66302778,JENNIFER MICHEL RIVERA AGUILAR,JACINTO MUSUS RAXÓN,OFICIAL,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0069-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,MANZANA G LOTE 21 SECTOR II COLONIA VILLA VERDE SAN JUAN SACATEPÉQUEZ,54133448,MARIO ALEJANDRO NAJARRO GARCIA SALAS,ZABRINA LYSETH BELTRÁN PÉREZ,OFICIAL,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0075-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"LOTE 3 MANZANA M, LINDA VISTA I, CIUDAD QUETZAL",58427096,VINICIO ARNOLDO NAJERA CARDONA,LILIAN MARIBEL BOR,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0078-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTELIGENCIAS MULTIPLES,"7A. AVENIDA 7-13, ZONA 1",66695040,IXMUCANE ALDANA VILLAVICENCIO,CÉSAR ARMANDO CABRERA GARCÍA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0087-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO CRISTIANO FUENTES DE LUZ,"MANZANA 41, LOTE 26 Y 27, SECTOR LAS FUENTES, CIUDAD QUETZAL",59961739,MARIO ALEJANDRO NAJARRO GARCIA SALAS,HUGO SAMUEL ALVARADO ESTRADA,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0093-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"LOTE 3 MANZANA M, LINDA VISTA I, CIUDAD QUETZAL",58427093,VINICIO ARNOLDO NAJERA CARDONA,WENDY KARINA SOTO CASTILLO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0114-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE COMPUTACION CEI-PC,"LOTE 19 MANZANA A COLONIA LINDA VISTA I, CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ",66647624,MARIO ALEJANDRO NAJARRO GARCIA SALAS,JOSÉ DOMINGO PÉREZ MESÍAS,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0117-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE COMPUTACION CEI-PC VILLAS,"LOTE 14 MANZANA 61 COLONIA VILLAS DEL QUETZAL, CIUDAD QUETZAL",34022767,MARIO ALEJANDRO NAJARRO GARCIA SALAS,ANGÉLICA MARINA ARÉVALO CERÓN,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0130-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO INTEGRAL MI MUNDO,"MANZANA M CASAS 4 Y 5 LINDA VISTA I CIUDAD QUETZAL, SAN JUAN SACATEPÉQUEZ",50983385,MARIO ALEJANDRO NAJARRO GARCIA SALAS,SILVIA LUCRECIA VARGAS CASTILLO,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0135-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO MIXTO YOSHUA,LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA SAN JUAN SACATEPÉQUEZ,55104398,MARIO ALEJANDRO NAJARRO GARCIA SALAS,CRISTIAN ELÍ LÓPEZ SAMAYOA,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0136-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACION CEI-PC,LOTE 19 MANZANA A LINDA VISTA I CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ,66647624,MARIO ALEJANDRO NAJARRO GARCIA SALAS,JOSÉ DOMINGO PÉREZ MESÍAS,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
